Store_ID,Month,Region,Product Mix,Inventory–Local Demand Match,Customer Loyalty & Engagement,Promotions & Pricing Effectiveness,Competitor New Stores,Competitor Ad Spend (₱),Sales Decline,Customer Basket Size,Customer Trip Frequency,Inventory Holding Costs (₱),Market Share in Region,Customer Preference Alignment
S0086,2024-05,Midwest,Specialty,Low,Strong,Ineffective,0,1130.49,21.07,2.44,1.32,138762,8.67,Low
S0032,2025-12,Other,Specialty,Medium,Moderate,Effective,0,182.61,5.03,3.28,1.91,69992,13.72,Low
S0205,2025-05,Midwest,New Products,Low,Moderate,Ineffective,1,323.95,19.52,2.39,1.4,161461,7.99,High
S0159,2024-12,Other,New Products,High,Strong,Effective,1,117.69,5.2,3.21,1.8,78892,11.11,High
S0018,2025-02,Midwest,Standard,Low,Weak,Ineffective,0,277.39,22.55,2.8,1.34,180178,8.56,Low
S0006,2024-04,Other,Specialty,High,Moderate,Effective,0,1117.05,7.7,3.03,1.86,90205,13.01,Low
S0175,2025-08,Midwest,New Products,Medium,Moderate,Ineffective,1,121.87,15.5,3.75,2.02,105746,9.39,High
S0125,2025-04,Midwest,Standard,High,Strong,Effective,0,744.64,8.3,2.07,1.94,92405,12.74,Low
S0035,2024-04,Southeast,Standard,High,Strong,Effective,1,531.7,6.58,2.5,2.37,57431,13.29,Low
S0059,2024-12,Midwest,Standard,High,Strong,Effective,0,546.09,4.93,3.4,1.42,81236,13.34,Low
S0058,2025-03,Southeast,Standard,High,Moderate,Ineffective,0,332.23,10.53,2.03,1.92,90708,13.1,Low
S0090,2025-01,Southeast,Standard,Medium,Strong,Effective,3,871.31,14.81,3.51,1.98,116693,8.05,Low
S0066,2025-04,Southeast,Standard,High,Strong,Effective,1,874.43,11.57,2.68,0.9,84126,10.66,Low
S0069,2024-07,Midwest,Specialty,Low,Weak,Effective,3,286.46,29.58,2.13,1.17,169916,2.71,Low
S0075,2025-08,Midwest,Standard,Low,Weak,Ineffective,0,140.82,15.35,3.53,1.87,119187,11.24,Low
S0203,2024-07,Southeast,New Products,Medium,Moderate,Ineffective,1,347.15,20.26,2.82,1.28,116775,7.82,High
S0017,2025-04,Southeast,Standard,Medium,Moderate,Ineffective,0,374.36,23.5,3.06,1.4,156910,7.16,Low
S0097,2024-07,Southeast,Standard,Medium,Moderate,Ineffective,0,247.65,12.92,3.11,2.03,133957,11.86,Low
S0037,2025-07,Midwest,Standard,Medium,Moderate,Effective,0,358.96,13.77,4.26,1.29,113495,13.23,Low
S0209,2025-10,Midwest,New Products,Medium,Moderate,Effective,0,270.03,17.28,3.6,1.47,124453,9.47,High
S0123,2025-10,Midwest,Standard,High,Strong,Ineffective,0,405.03,15.56,3.07,1.15,90921,9.42,Low
S0057,2024-09,Southeast,Standard,Low,Weak,Ineffective,1,172.2,16.07,2.67,1.86,167517,9.12,Low
S0128,2024-08,Midwest,Specialty,High,Strong,Effective,0,230.05,7.7,2.12,1.8,53806,11.49,Low
S0192,2024-02,Midwest,New Products,Low,Weak,Ineffective,0,442.35,25.98,2.19,1.74,189351,6.82,High
S0089,2025-07,Midwest,Specialty,Low,Strong,Ineffective,1,286.04,13.3,4.25,1.27,119591,10.31,Low
S0041,2025-11,Southeast,Standard,Medium,Moderate,Ineffective,1,174.34,12.97,1.74,1.82,111753,10.67,Low
S0020,2024-01,Southeast,Standard,Low,Moderate,Effective,1,425.22,19.98,2.2,1.52,144950,8.21,Low
S0150,2025-06,Midwest,Standard,Medium,Moderate,Effective,0,215.05,9.3,2.95,1.66,108619,10.77,Low
S0045,2025-12,Other,Standard,Low,Moderate,Effective,0,268.12,17.71,2.86,1.35,126430,9.17,Low
S0082,2024-07,Southeast,Standard,Low,Strong,Effective,0,249.4,8.57,3.5,1.97,116941,11.62,Low
S0182,2024-05,Other,New Products,High,Moderate,Effective,1,161.4,7.28,3.27,2.28,79913,10.78,High
S0029,2025-06,Midwest,Standard,High,Moderate,Ineffective,0,399.28,19.05,2.61,1.33,93010,8.61,Low
S0102,2024-06,Other,Standard,High,Strong,Effective,0,157.84,0.0,2.64,2.17,58935,14.9,Low
S0027,2025-06,Southeast,Standard,Medium,Strong,Ineffective,0,363.18,18.53,1.69,1.05,110641,9.46,Low
S0100,2025-05,Other,Standard,Medium,Strong,Effective,0,208.15,7.67,3.47,1.13,113478,13.11,Low
S0082,2024-10,Southeast,Standard,High,Moderate,Effective,2,215.83,9.05,3.19,1.14,44802,10.31,Low
S0181,2025-05,Other,New Products,High,Strong,Ineffective,0,394.77,10.73,3.77,1.91,90964,11.85,High
S0118,2024-08,Other,Standard,High,Strong,Effective,0,260.22,3.7,3.28,2.6,43601,14.5,Low
S0171,2024-06,Midwest,New Products,Medium,Strong,Ineffective,0,441.5,10.71,3.11,1.08,105181,12.87,High
S0142,2025-01,Southeast,Standard,High,Strong,Ineffective,1,238.63,11.06,2.83,2.38,66428,9.88,Low
S0201,2024-06,Other,New Products,Medium,Moderate,Ineffective,0,382.91,13.77,3.46,1.56,112206,10.5,High
S0204,2025-10,Midwest,New Products,Low,Moderate,Ineffective,0,84.62,22.93,2.25,0.72,187614,6.96,High
S0079,2025-01,Southeast,Standard,Medium,Weak,Effective,0,97.29,18.8,2.76,1.75,131739,11.16,Low
S0017,2024-06,Southeast,Standard,Low,Moderate,Effective,0,178.43,14.13,3.44,2.1,142387,9.67,Low
S0104,2025-11,Other,Standard,Medium,Moderate,Ineffective,0,843.13,18.53,1.6,1.09,120018,10.1,Low
S0133,2024-06,Southeast,Specialty,High,Strong,Ineffective,2,276.78,12.82,2.66,2.02,108242,9.6,Low
S0123,2025-04,Midwest,Standard,Low,Moderate,Effective,0,89.97,14.25,3.57,1.51,143831,11.61,Low
S0036,2024-06,Midwest,Specialty,High,Strong,Effective,1,159.19,4.53,3.79,2.53,89110,11.5,Low
S0023,2025-03,Other,Specialty,High,Strong,Effective,0,243.37,9.29,4.34,1.29,91542,11.76,Low
S0004,2025-08,Other,Specialty,Medium,Moderate,Effective,0,291.57,7.58,3.27,1.78,105901,14.48,Low
S0165,2025-11,Southeast,New Products,Low,Moderate,Effective,0,746.89,14.86,2.73,1.38,129436,10.3,High
S0083,2024-12,Other,Specialty,High,Strong,Effective,1,260.44,8.88,4.31,1.62,52442,12.81,Low
S0125,2025-08,Midwest,Standard,Medium,Moderate,Effective,2,192.07,16.01,3.67,1.71,124929,8.61,Low
S0181,2025-11,Other,New Products,High,Moderate,Effective,0,220.8,0.0,2.32,1.75,39612,15.62,High
S0124,2024-03,Southeast,Specialty,High,Strong,Effective,0,222.49,4.44,3.76,1.22,39988,13.84,Low
S0106,2024-10,Other,Standard,High,Moderate,Effective,1,285.18,4.95,2.4,1.85,68183,14.71,Low
S0070,2025-09,Southeast,Specialty,Low,Moderate,Effective,0,290.25,16.34,3.9,2.14,149727,11.12,Low
S0044,2025-05,Midwest,Standard,Low,Weak,Effective,0,252.81,13.37,3.78,0.88,98816,10.81,Low
S0082,2025-05,Southeast,Standard,High,Strong,Ineffective,2,297.07,10.81,3.68,1.45,62390,11.33,Low
S0106,2024-11,Other,Standard,High,Strong,Effective,1,418.32,10.15,3.77,1.1,74515,12.32,Low
S0178,2024-05,Other,New Products,Medium,Strong,Ineffective,0,127.7,5.75,3.8,2.53,95083,15.31,High
S0010,2025-10,Southeast,Standard,Medium,Moderate,Ineffective,2,100.84,18.58,2.43,1.57,121588,7.03,Low
S0131,2025-06,Midwest,Standard,Low,Weak,Ineffective,2,239.86,20.75,1.76,1.81,162834,6.74,Low
S0148,2025-11,Southeast,Specialty,Medium,Strong,Ineffective,0,162.67,12.68,3.21,1.32,110616,11.11,Low
S0048,2024-06,Midwest,Standard,Low,Strong,Ineffective,0,510.3,20.46,3.61,1.65,145477,9.06,Low
S0076,2024-06,Midwest,Standard,High,Strong,Ineffective,2,293.51,11.55,2.37,1.03,57025,9.54,Low
S0175,2024-01,Midwest,New Products,Medium,Strong,Effective,1,205.14,6.84,3.11,2.22,92423,10.42,High
S0007,2025-08,Other,Standard,Medium,Strong,Ineffective,0,155.46,13.52,2.17,1.45,115949,10.96,Low
S0149,2024-03,Southeast,Standard,Medium,Moderate,Effective,0,262.59,14.43,2.7,1.45,113025,10.38,Low
S0198,2025-08,Other,New Products,High,Strong,Ineffective,0,217.85,6.1,3.38,1.79,56040,12.68,High
S0142,2025-08,Southeast,Standard,High,Strong,Ineffective,2,184.15,9.57,2.91,1.28,67006,7.83,Low
S0147,2024-10,Midwest,Specialty,High,Strong,Ineffective,0,485.94,11.46,2.88,1.66,101630,13.62,Low
S0136,2025-06,Midwest,Specialty,High,Strong,Effective,1,178.07,3.57,3.11,2.45,39455,12.86,Low
S0155,2024-04,Midwest,New Products,Low,Weak,Ineffective,0,194.46,20.41,2.27,1.29,137340,10.03,High
S0168,2024-01,Other,New Products,High,Moderate,Effective,0,220.76,5.23,2.61,0.86,69092,14.5,High
S0076,2024-12,Midwest,Standard,High,Moderate,Effective,0,150.06,4.83,2.97,1.71,71807,13.71,Low
S0132,2025-10,Other,Specialty,High,Strong,Effective,0,218.74,4.23,2.67,1.9,58734,12.84,Low
S0174,2025-03,Other,New Products,Medium,Strong,Effective,0,794.69,8.64,3.88,1.56,84668,11.12,High
S0060,2025-01,Midwest,Standard,Low,Moderate,Effective,3,692.09,18.62,3.75,1.76,165359,5.97,Low
S0154,2024-07,Southeast,New Products,Medium,Strong,Ineffective,2,288.34,19.16,4.35,2.0,139499,6.84,High
S0119,2025-07,Southeast,Standard,Medium,Moderate,Ineffective,0,1113.98,18.11,2.9,1.55,100765,9.49,Low
S0145,2024-01,Southeast,Standard,Medium,Weak,Effective,1,258.02,18.89,3.9,1.25,133038,8.65,Low
S0197,2024-09,Southeast,New Products,Medium,Strong,Ineffective,2,171.03,14.04,2.79,2.59,70904,9.28,High
S0196,2024-07,Midwest,New Products,High,Moderate,Ineffective,0,586.96,17.24,4.11,1.72,101493,10.24,High
S0186,2024-11,Other,New Products,High,Strong,Ineffective,0,296.9,5.94,4.1,1.63,61753,12.88,High
S0061,2025-01,Other,Standard,Medium,Moderate,Effective,0,202.8,0.0,3.86,2.06,76316,14.83,Low
S0025,2025-06,Other,Specialty,High,Weak,Effective,1,898.56,13.42,2.63,1.71,112484,9.41,Low
S0114,2025-02,Southeast,Standard,Medium,Strong,Ineffective,1,294.2,20.6,3.69,0.63,133701,8.66,Low
S0002,2025-06,Southeast,Standard,Low,Weak,Effective,1,434.99,21.61,1.84,1.14,134151,8.89,Low
S0024,2024-09,Other,Standard,High,Strong,Ineffective,0,159.42,9.08,3.47,1.42,88442,13.19,Low
S0125,2025-01,Midwest,Standard,Low,Moderate,Effective,0,255.12,13.05,1.95,1.62,157550,10.78,Low
S0129,2025-12,Midwest,Standard,Low,Moderate,Effective,1,366.76,13.9,2.56,1.62,137236,9.59,Low
S0011,2024-04,Southeast,Standard,Low,Moderate,Ineffective,0,136.41,20.52,2.21,1.67,139890,9.66,Low
S0056,2025-08,Other,Standard,Medium,Strong,Ineffective,0,130.83,4.29,3.7,1.52,68602,14.1,Low
S0125,2024-09,Midwest,Standard,Medium,Strong,Effective,0,362.74,9.17,3.33,1.66,111188,12.36,Low
S0126,2025-03,Southeast,Standard,Medium,Strong,Effective,0,206.16,10.4,2.91,1.68,100787,12.22,Low
S0162,2024-01,Other,New Products,High,Strong,Ineffective,0,160.84,5.8,2.6,2.33,97270,12.37,High
S0061,2024-03,Other,Standard,High,Moderate,Effective,0,402.04,10.29,2.78,2.15,73177,12.34,Low
S0011,2025-10,Southeast,Standard,Medium,Strong,Effective,0,321.68,7.77,4.04,1.41,132155,13.14,Low
S0118,2024-06,Other,Standard,Low,Moderate,Effective,0,358.52,14.6,2.27,1.86,106555,10.6,Low
S0071,2024-10,Midwest,Standard,High,Strong,Ineffective,1,224.3,14.89,2.93,2.2,75191,11.44,Low
S0072,2025-10,Southeast,Standard,High,Weak,Effective,0,277.58,0.66,4.05,2.25,64566,13.04,Low
S0051,2024-04,Midwest,Standard,Low,Strong,Ineffective,1,474.18,24.94,3.46,1.2,155052,7.8,Low
S0035,2025-07,Southeast,Standard,Low,Moderate,Effective,3,310.56,30.72,1.6,1.62,178419,4.38,Low
S0078,2025-07,Other,Standard,Medium,Strong,Effective,0,132.69,3.23,2.33,1.66,88149,15.83,Low
S0105,2024-01,Other,Standard,Medium,Moderate,Effective,0,273.41,12.16,1.61,2.58,77126,10.8,Low
S0084,2025-07,Midwest,Standard,Medium,Moderate,Effective,0,451.89,17.39,3.51,1.89,131397,9.97,Low
S0015,2024-05,Southeast,Standard,High,Moderate,Effective,0,299.11,13.56,3.21,1.52,74360,10.75,Low
S0157,2024-12,Midwest,New Products,High,Moderate,Ineffective,0,311.33,10.02,2.74,1.93,63521,12.38,High
S0067,2025-06,Southeast,Standard,Medium,Weak,Ineffective,1,310.51,18.36,3.1,1.28,150074,7.86,Low
S0170,2025-11,Other,New Products,High,Strong,Effective,0,612.22,3.81,2.98,1.18,73833,11.62,High
S0198,2024-04,Other,New Products,Medium,Strong,Effective,0,202.13,10.51,2.94,1.88,119711,12.4,High
S0021,2024-01,Other,Standard,High,Strong,Effective,0,235.39,0.0,3.35,1.89,52189,15.65,Low
S0120,2025-09,Southeast,Standard,Low,Moderate,Effective,1,115.21,16.75,2.51,1.43,121254,9.09,Low
S0193,2024-05,Midwest,New Products,High,Strong,Effective,0,312.68,3.48,3.1,1.57,69918,14.75,High
S0144,2025-11,Southeast,Standard,Medium,Moderate,Effective,0,98.17,9.75,4.2,1.31,107922,13.2,Low
S0195,2025-08,Midwest,New Products,High,Moderate,Effective,0,209.28,14.24,2.86,1.55,100802,10.57,High
S0130,2024-05,Southeast,Specialty,Medium,Strong,Effective,3,733.89,18.43,3.17,1.85,90032,7.11,Low
S0202,2024-08,Other,New Products,Medium,Moderate,Ineffective,0,225.7,15.77,3.07,1.23,126053,10.56,High
S0074,2025-03,Midwest,Standard,High,Moderate,Effective,1,150.46,7.35,2.33,1.32,96510,14.75,Low
S0188,2025-09,Midwest,New Products,Medium,Strong,Ineffective,0,174.0,11.34,2.15,1.82,130847,12.47,High
S0103,2024-06,Midwest,Standard,High,Strong,Effective,2,438.43,16.05,2.66,0.89,80637,8.53,Low
S0123,2024-02,Midwest,Standard,Medium,Moderate,Ineffective,0,782.27,23.46,2.94,1.28,151490,7.66,Low
S0162,2025-06,Other,New Products,Medium,Weak,Effective,0,186.45,12.09,3.33,2.06,169051,11.63,High
S0171,2024-08,Midwest,New Products,Medium,Moderate,Ineffective,0,554.45,19.1,3.47,1.43,153321,8.88,High
S0197,2024-11,Southeast,New Products,Low,Strong,Ineffective,0,341.18,15.84,3.05,1.6,165937,11.57,High
S0167,2025-09,Other,New Products,Medium,Moderate,Effective,1,688.27,19.07,1.73,1.93,137641,6.89,High
S0053,2025-12,Other,Standard,Medium,Strong,Effective,0,370.32,3.36,3.05,1.86,105119,14.2,Low
S0131,2025-01,Midwest,Standard,Low,Strong,Ineffective,0,172.51,17.15,1.68,1.74,132384,11.51,Low
S0190,2024-01,Midwest,New Products,High,Strong,Effective,0,267.85,10.85,3.3,1.63,95258,13.01,High
S0168,2025-04,Other,New Products,High,Strong,Effective,0,174.78,5.21,2.72,1.54,47528,14.35,High
S0190,2025-11,Midwest,New Products,Low,Moderate,Effective,1,147.01,15.61,4.14,1.78,138718,9.32,High
S0015,2024-12,Southeast,Standard,Low,Weak,Effective,1,548.58,20.97,2.39,1.64,162223,9.84,Low
S0165,2025-02,Southeast,New Products,Medium,Strong,Effective,1,432.74,15.05,2.51,1.07,142930,7.55,High
S0195,2024-05,Midwest,New Products,Low,Weak,Ineffective,0,294.98,26.4,3.16,2.01,148768,9.07,High
S0107,2025-07,Southeast,Standard,High,Moderate,Ineffective,0,448.24,20.86,2.51,2.37,96423,8.23,Low
S0193,2025-06,Midwest,New Products,High,Strong,Ineffective,0,124.57,10.72,3.48,1.74,90884,11.22,High
S0060,2024-08,Midwest,Standard,High,Strong,Ineffective,2,162.25,11.94,2.7,1.63,91441,9.15,Low
S0028,2024-09,Midwest,Specialty,Medium,Strong,Effective,0,320.1,10.02,3.71,1.54,130316,12.08,Low
S0088,2025-03,Southeast,Specialty,High,Strong,Effective,0,236.52,3.98,2.75,2.33,59069,14.86,Low
S0027,2024-09,Southeast,Standard,Low,Strong,Ineffective,1,257.63,14.93,3.82,1.71,147888,8.17,Low
S0123,2025-05,Midwest,Standard,Medium,Weak,Ineffective,0,310.09,13.88,3.12,2.16,112649,11.45,Low
S0104,2025-10,Other,Standard,High,Strong,Ineffective,0,284.9,14.0,2.82,0.77,92918,9.33,Low
S0112,2024-02,Midwest,Standard,High,Strong,Ineffective,1,265.64,17.18,3.06,1.64,78906,7.86,Low
S0137,2024-10,Other,Specialty,High,Strong,Effective,0,410.89,3.75,3.15,1.68,61636,13.42,Low
S0156,2024-08,Other,New Products,Medium,Moderate,Ineffective,0,129.51,12.66,2.67,0.82,118361,11.09,High
S0141,2024-06,Southeast,Standard,Low,Moderate,Effective,2,515.45,21.79,3.83,2.63,173612,7.47,Low
S0132,2024-08,Other,Specialty,Medium,Moderate,Effective,0,612.47,8.39,2.99,1.88,91880,11.3,Low
S0153,2024-12,Midwest,New Products,Medium,Weak,Effective,1,151.48,14.58,3.57,1.54,114461,9.2,High
S0105,2024-05,Other,Standard,High,Strong,Effective,0,106.17,0.0,3.34,1.37,78019,14.05,Low
S0062,2024-02,Southeast,Standard,High,Strong,Ineffective,0,241.35,9.95,3.15,0.82,94775,12.21,Low
S0164,2025-09,Midwest,New Products,High,Strong,Ineffective,1,504.08,10.12,2.75,1.73,76848,10.36,High
S0005,2025-08,Midwest,Specialty,High,Weak,Ineffective,0,485.17,10.21,1.76,2.26,79192,13.23,Low
S0076,2025-10,Midwest,Standard,Low,Strong,Effective,1,203.98,9.48,2.89,1.79,134489,9.93,Low
S0063,2024-07,Southeast,Standard,Low,Strong,Ineffective,1,317.93,21.39,3.01,1.46,147351,8.13,Low
S0101,2024-02,Other,Standard,Low,Weak,Effective,0,204.49,20.6,2.44,1.56,158429,6.5,Low
S0052,2024-09,Midwest,Specialty,Low,Weak,Effective,1,663.57,25.96,2.09,1.74,189248,7.62,Low
S0111,2025-10,Southeast,Specialty,Low,Moderate,Effective,1,500.93,19.85,3.01,1.49,141117,5.28,Low
S0118,2024-10,Other,Standard,High,Moderate,Effective,1,580.4,12.59,1.91,1.88,104433,10.71,Low
S0122,2025-09,Southeast,Standard,High,Moderate,Effective,2,245.32,9.28,3.6,2.34,72455,9.02,Low
S0193,2024-01,Midwest,New Products,High,Strong,Ineffective,1,374.28,16.87,1.97,1.46,88978,9.74,High
S0049,2024-02,Other,Standard,Medium,Strong,Effective,0,342.28,8.31,3.41,1.71,99935,14.84,Low
S0164,2024-04,Midwest,New Products,High,Weak,Ineffective,0,277.49,13.89,4.12,2.22,86437,9.16,High
S0003,2024-10,Other,Standard,Medium,Moderate,Effective,0,390.29,12.85,3.25,0.97,112983,12.25,Low
S0144,2025-12,Southeast,Standard,Medium,Strong,Ineffective,1,334.35,18.41,3.4,1.24,127825,8.16,Low
S0181,2024-03,Other,New Products,Medium,Moderate,Effective,0,412.24,9.39,3.63,0.96,118436,11.32,High
S0208,2025-06,Other,New Products,High,Strong,Effective,1,286.77,7.29,4.0,2.4,75161,11.62,High
S0073,2024-08,Other,Standard,High,Moderate,Effective,0,362.23,9.21,2.01,1.91,92631,13.43,Low
S0118,2025-04,Other,Standard,High,Weak,Effective,0,101.77,4.38,3.57,1.6,64548,13.29,Low
S0092,2025-01,Other,Standard,High,Strong,Effective,0,424.3,2.71,2.49,1.73,60033,16.11,Low
S0151,2025-04,Other,New Products,High,Moderate,Effective,0,390.93,9.25,2.7,1.73,110821,13.29,High
S0104,2024-04,Other,Standard,Medium,Strong,Ineffective,1,438.76,11.14,2.9,1.51,92136,12.75,Low
S0107,2025-09,Southeast,Standard,High,Strong,Effective,0,391.51,6.58,2.8,1.44,80007,13.95,Low
S0171,2024-07,Midwest,New Products,Medium,Moderate,Ineffective,0,405.67,15.12,3.28,0.86,110359,9.56,High
S0109,2025-05,Midwest,Standard,Medium,Weak,Ineffective,0,578.15,25.94,2.51,1.77,155825,7.92,Low
S0156,2024-01,Other,New Products,High,Moderate,Effective,0,96.55,5.9,3.18,1.32,59009,13.37,High
S0030,2024-12,Other,Standard,Medium,Strong,Effective,0,220.91,4.03,3.98,2.05,72795,14.63,Low
S0180,2025-07,Other,New Products,Medium,Strong,Ineffective,1,293.91,15.28,2.43,1.58,101323,10.2,High
S0046,2025-02,Other,Specialty,Low,Strong,Ineffective,1,320.9,12.83,3.01,1.78,121228,11.51,Low
S0152,2024-01,Other,New Products,High,Moderate,Effective,0,526.28,8.35,3.19,2.03,85569,12.33,High
S0058,2024-09,Southeast,Standard,Low,Moderate,Ineffective,1,292.35,24.61,2.05,1.37,163201,6.92,Low
S0207,2024-10,Midwest,New Products,Medium,Moderate,Ineffective,1,300.51,21.48,2.11,1.23,122677,8.91,High
S0004,2024-01,Other,Specialty,Medium,Weak,Effective,0,268.77,10.31,1.5,1.37,106417,10.7,Low
S0081,2024-03,Other,Specialty,High,Strong,Effective,0,383.62,0.03,2.71,1.61,47787,13.84,Low
S0135,2025-03,Southeast,Specialty,Low,Moderate,Ineffective,1,478.5,22.16,3.28,1.81,143407,8.3,Low
S0074,2025-01,Midwest,Standard,Medium,Weak,Effective,1,158.43,14.47,2.46,1.01,118163,8.87,Low
S0031,2025-12,Other,Specialty,Medium,Moderate,Ineffective,0,293.05,7.37,2.58,2.05,105212,13.12,Low
S0186,2025-10,Other,New Products,High,Strong,Effective,1,454.89,7.63,3.17,2.02,76722,13.24,High
S0042,2025-10,Other,Specialty,High,Moderate,Effective,0,142.53,1.61,2.52,1.47,40678,14.74,Low
S0112,2024-05,Midwest,Standard,Medium,Strong,Ineffective,1,201.22,23.28,1.45,1.84,145166,8.0,Low
S0050,2025-03,Midwest,Standard,High,Strong,Ineffective,2,156.66,14.65,2.43,1.07,77210,8.71,Low
S0136,2024-08,Midwest,Specialty,High,Strong,Effective,0,485.29,7.56,3.15,1.37,81847,11.09,Low
S0109,2024-10,Midwest,Standard,Low,Weak,Effective,0,388.69,14.66,2.39,1.96,124381,10.84,Low
S0047,2025-10,Southeast,Specialty,High,Weak,Effective,0,147.45,11.32,3.22,1.77,87256,11.28,Low
S0052,2025-06,Midwest,Specialty,High,Moderate,Effective,0,290.1,10.37,2.3,1.86,91315,12.08,Low
S0166,2024-08,Southeast,New Products,Low,Weak,Ineffective,1,153.46,24.09,2.46,1.16,175887,7.33,High
S0174,2024-12,Other,New Products,Medium,Moderate,Ineffective,0,227.86,17.09,3.31,1.48,94807,9.34,High
S0173,2024-01,Midwest,New Products,High,Moderate,Effective,0,129.9,7.12,3.53,1.7,74089,10.61,High
S0042,2025-03,Other,Specialty,Medium,Moderate,Ineffective,1,190.33,11.84,2.73,1.92,92228,11.67,Low
S0204,2025-09,Midwest,New Products,High,Moderate,Effective,0,345.04,11.46,4.0,1.87,107739,11.4,High
S0112,2025-09,Midwest,Standard,Medium,Strong,Ineffective,0,116.66,8.38,1.63,1.93,110644,10.51,Low
S0066,2025-06,Southeast,Standard,Medium,Strong,Ineffective,0,274.64,17.07,2.55,1.2,96757,9.06,Low
S0202,2024-06,Other,New Products,Medium,Moderate,Effective,0,111.39,4.79,4.58,1.96,74777,14.31,High
S0077,2024-03,Midwest,Standard,Low,Strong,Effective,0,358.57,9.91,4.85,1.36,92018,11.81,Low
S0140,2025-03,Midwest,Standard,Low,Weak,Effective,2,164.6,18.84,3.71,1.42,135874,7.64,Low
S0210,2025-02,Southeast,New Products,Low,Moderate,Effective,0,147.12,15.15,3.92,2.06,153629,8.69,High
S0156,2025-11,Other,New Products,Medium,Strong,Effective,0,450.7,0.0,2.67,2.33,82286,14.85,High
S0019,2024-09,Other,Standard,Medium,Moderate,Effective,0,618.66,13.66,2.24,1.08,106998,12.69,Low
S0208,2025-12,Other,New Products,Medium,Weak,Effective,2,114.62,11.41,2.54,1.5,129471,10.96,High
S0046,2025-09,Other,Specialty,Medium,Weak,Ineffective,0,208.84,15.53,3.12,1.3,82977,10.21,Low
S0171,2024-02,Midwest,New Products,High,Strong,Effective,0,259.14,15.94,2.83,1.38,81485,9.94,High
S0130,2025-06,Southeast,Specialty,Medium,Weak,Ineffective,2,135.77,18.57,3.94,2.29,116041,5.67,Low
S0028,2024-02,Midwest,Specialty,Medium,Moderate,Ineffective,1,200.42,12.41,2.75,0.66,114713,10.22,Low
S0065,2024-11,Southeast,Standard,Medium,Moderate,Effective,0,146.1,14.88,2.83,1.65,114154,9.36,Low
S0172,2025-01,Southeast,New Products,Medium,Weak,Effective,1,368.88,17.26,2.77,1.95,101831,9.3,High
S0151,2025-11,Other,New Products,Medium,Weak,Ineffective,0,492.32,19.9,2.0,1.82,150892,9.22,High
S0135,2024-05,Southeast,Specialty,Low,Weak,Ineffective,0,574.34,21.15,3.27,1.39,137478,7.8,Low
S0136,2024-04,Midwest,Specialty,High,Strong,Ineffective,0,443.13,13.6,1.68,1.85,115162,10.11,Low
S0159,2025-03,Other,New Products,High,Moderate,Effective,0,510.81,8.4,4.55,0.74,106255,10.62,High
S0027,2024-07,Southeast,Standard,Medium,Moderate,Ineffective,0,173.99,8.5,3.51,1.57,99929,13.72,Low
S0029,2024-01,Midwest,Standard,Medium,Strong,Effective,1,244.18,8.8,3.87,1.49,62109,12.13,Low
S0053,2024-02,Other,Standard,High,Strong,Effective,1,312.72,8.0,2.76,1.9,70210,11.55,Low
S0021,2024-03,Other,Standard,High,Moderate,Ineffective,0,378.07,13.29,2.81,0.79,112109,11.54,Low
S0067,2024-01,Southeast,Standard,Low,Moderate,Ineffective,2,98.12,17.68,1.71,1.42,122017,7.57,Low
S0131,2024-10,Midwest,Standard,Medium,Strong,Ineffective,1,306.41,16.48,3.24,0.45,105282,10.07,Low
S0195,2024-09,Midwest,New Products,Medium,Moderate,Effective,0,311.69,15.72,3.06,1.72,141666,8.94,High
S0210,2025-10,Southeast,New Products,Medium,Weak,Ineffective,0,331.79,23.01,2.29,1.11,153304,8.2,High
S0061,2025-11,Other,Standard,High,Strong,Effective,1,518.49,9.79,2.62,1.52,73048,10.45,Low
S0167,2025-03,Other,New Products,High,Moderate,Effective,0,138.1,3.19,3.96,0.81,48666,14.37,High
S0154,2025-03,Southeast,New Products,High,Strong,Effective,2,206.81,7.16,3.71,1.05,78339,10.25,High
S0108,2024-11,Midwest,Standard,High,Moderate,Effective,1,451.29,13.67,1.94,0.75,109411,10.36,Low
S0162,2024-03,Other,New Products,Medium,Moderate,Effective,1,33.57,5.52,3.22,1.44,91472,11.24,High
S0003,2024-02,Other,Standard,Low,Moderate,Effective,0,332.75,15.62,2.78,1.67,170896,9.19,Low
S0181,2024-04,Other,New Products,Medium,Moderate,Effective,0,130.39,8.74,3.73,2.15,80352,12.51,High
S0149,2024-08,Southeast,Standard,Medium,Moderate,Effective,1,424.85,20.41,3.99,1.21,117113,10.17,Low
S0036,2025-07,Midwest,Specialty,Medium,Moderate,Ineffective,0,283.46,21.21,2.21,1.2,137061,10.03,Low
S0045,2025-05,Other,Standard,High,Weak,Effective,2,293.8,7.63,2.79,1.52,67948,9.69,Low
S0030,2025-12,Other,Standard,High,Strong,Effective,1,343.16,5.59,2.43,1.65,64006,12.56,Low
S0134,2025-11,Midwest,Standard,High,Strong,Effective,2,214.5,9.21,2.32,2.14,66293,9.71,Low
S0110,2025-04,Other,Specialty,Medium,Moderate,Effective,1,344.52,14.75,2.71,1.49,116653,8.93,Low
S0205,2025-06,Midwest,New Products,Low,Weak,Ineffective,0,124.99,16.18,2.49,0.93,153129,10.15,High
